"","Progress","Finished","RecordedDate","LocationLatitude","LocationLongitude","consent","resp_age","resp_sex","resp_hiring","resp_role","resp_edu","industry_type","dig_literacy","dig_use","dig_skills","gov_reg","gov_reskill","personal_data_safety_cause_for_concern","ai_increases_prod_without_unemp","labour_welfare_policies_over_econ_growth","ai_driven_high_job_disp_in_the_future","more_ai_research_and_development","low_ai_gen_choice_1","low_ai_gen_choice_2","low_ai_gen_choice_3","low_ai_gen_choice_4","low_ai_gen_choice_5","check_1","check_2","low_ai_sp_choice_1","low_ai_sp_choice_2","low_ai_sp_choice_3","low_ai_sp_choice_4","low_ai_sp_choice_5","high_ai_gen_choice_1","high_ai_gen_choice_2","high_ai_gen_choice_3","high_ai_gen_choice_4","high_ai_gen_choice_5","high_ai_sp_choice_1","high_ai_sp_choice_2","high_ai_sp_choice_3","high_ai_sp_choice_4","high_ai_sp_choice_5","PROLIFIC_PID","traits1a_low_gen","traits1b_low_gen","traits2a_low_gen","traits2b_low_gen","traits3a_low_gen","traits3b_low_gen","traits4a_low_gen","traits4b_low_gen","traits5a_low_gen","traits5b_low_gen","traits1a_low_sp","traits1b_low_sp","traits2a_low_sp","traits2b_low_sp","traits3a_low_sp","traits3b_low_sp","traits4a_low_sp","traits4b_low_sp","traits5a_low_sp","traits5b_low_sp","traits1a_high_gen","traits1b_high_gen","traits2a_high_gen","traits2b_high_gen","traits3a_high_gen","traits3b_high_gen","traits4a_high_gen","traits4b_high_gen","traits5a_high_gen","traits5b_high_gen","traits1a_high_sp","traits1b_high_sp","traits2a_high_sp","traits2b_high_sp","traits3a_high_sp","traits3b_high_sp","traits4a_high_sp","traits4b_high_sp","traits5a_high_sp","traits5b_high_sp","ai_framing","job_role","Duration_mins","m_check","Status","Decision.making.responsibilities","Age","Sex","Ethnicity.simplified","Country.of.residence","Nationality","Language","Time.taken_mins","Region","resp_age_num"
"11","100","True","45796.7585875463","37.4224","-120.7827","Yes","25-34","Male","Occasionally","Team Member","High School or lower","Logistics/Transportation","Somewhat comfortable","I use AI tools occasionally","Beginner","Agree","Strongly agree","Agree","Disagree","Disagree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","5c003b5c2c8cc1000138e25f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53|Bachelor's|Advanced|Advanced|Medium|Low","26|Master's|Intermediate|Intermediate|High|Medium","47|PhD|Intermediate|Intermediate|Low|Low","31|Master's|Basic|Basic|High|High","47|PhD|Basic|Basic|High|Low","41|Master's|None|Advanced|High|Low","55|PhD|Basic|Basic|Low|High","33|Bachelor's|None|Basic|High|High","59|Master's|Basic|Basic|Low|High","29|PhD|Advanced|Advanced|Low|Low","high","analyst",5.33333333333333,"pass","APPROVED","Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development","32","Male","White","United States","United States","Portuguese",5.48333333333333,"US","32"
"12","100","True","45796.757971412","39.7436","-86.1158","Yes","35-44","Male","Occasionally","Data Engineer","Master's Degree","E-commerce","Somewhat comfortable","I use AI tools occasionally","Intermediate","Neutral","Strongly agree","Strongly agree","Neutral","Neutral","Agree","Agree","Candidate B","Candidate B","Candidate A","Candidate B","Candidate A","The company has limited or no use of AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5c27e76978fad500019328cc","57|Master's|None|Basic|Medium|Medium","43|PhD|None|Advanced|Low|High","47|Bachelor's|Basic|Basic|High|Medium","33|PhD|Intermediate|Advanced|High|High","48|Master's|Intermediate|Advanced|High|High","48|Bachelor's|Basic|Basic|High|High","33|PhD|None|Advanced|Low|Medium","25|PhD|Advanced|Advanced|Medium|Low","49|Master's|None|None|High|High","36|Bachelor's|Basic|Basic|Low|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",3.06666666666667,"pass","APPROVED","Business strategy, Hiring, Marketing/sales/advertising, People management, Research/development","40","Male","White","United States","United States","English",3.2,"US","40"
"13","100","True","45796.8282057292","36.5036","-79.758","Yes","35-44","Male","Yes, regularly","Business Development Manager","Master's Degree","Retail","Very comfortable","I use AI tools occasionally","Intermediate","Strongly agree","Strongly agree","Strongly agree","Neutral","Strongly agree","Agree","Strongly agree","Candidate A","Candidate A","Candidate B","Candidate B","Candidate A","The company has limited or no use of AI.","Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5c4af67cdccaa800016b3192","54|PhD|Intermediate|Advanced|Low|High","48|PhD|None|Advanced|High|Low","41|Master's|Intermediate|Advanced|Low|Medium","60|Bachelor's|Basic|Advanced|Low|Low","59|Master's|Basic|Basic|High|High","34|PhD|None|Intermediate|High|Low","52|Master's|Basic|Intermediate|Low|High","44|PhD|Basic|Intermediate|High|Medium","50|PhD|Intermediate|Intermediate|Low|High","29|Bachelor's|Intermediate|Advanced|Low|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",2.66666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Supply chain/logistics, Research/development","43","Male","White","United States","United States","English",2.75,"US","43"
"14","100","True","45796.7517300116","53.3068","-6.2615","Yes","35-44","Male","Yes, regularly","IT Director","Master's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Disagree","Agree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate B","5c66d6a50d7f5f00014b8ab0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39|PhD|Intermediate|Intermediate|Medium|High","42|Bachelor's|Basic|Intermediate|High|Medium","49|PhD|None|Advanced|Low|Medium","49|PhD|None|Intermediate|High|Low","27|Master's|Advanced|Advanced|Low|Medium","55|Master's|None|Advanced|Low|Low","29|PhD|Intermediate|Advanced|Medium|Medium","48|Bachelor's|Basic|Basic|Low|Low","39|Master's|None|Basic|High|Medium","30|Master's|None|Advanced|High|High","high","analyst",8.2,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development, Supply chain/logistics","39","Male","White","Ireland","Ireland","English",8.3,"EU","39"
"15","100","True","45796.7494740278","52.7118","16.3787","Yes","35-44","Male","Yes, regularly","Manager","Bachelor's Degree","Logistics/Transportation","Very comfortable","I use AI tools occasionally","Intermediate","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Neutral",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate A","5c7d8138896a0b00011c2f5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29|Master's|Intermediate|Intermediate|High|Low","49|Bachelor's|Basic|Advanced|High|High","26|PhD|None|None|High|Low","36|Bachelor's|Intermediate|Advanced|Medium|High","58|Bachelor's|Intermediate|Advanced|Low|Medium","30|Bachelor's|None|Basic|Low|Medium","46|Master's|Intermediate|Intermediate|High|High","32|Bachelor's|None|Intermediate|High|Low","36|PhD|Basic|Advanced|High|Low","30|Bachelor's|None|Advanced|Medium|Low","high","analyst",4.4,"pass","APPROVED","Supply chain/logistics, Hiring, Operations/production, People management","37","Male","White","Poland","Poland","Polish",4.51666666666667,"EU","37"
"16","100","True","45796.7543142708","33.792","-84.2049","Yes","35-44","Male","Yes, regularly","operations manager","Bachelor's Degree","Hospitality","Somewhat comfortable","I have heard of AI tools, but do not use them","Intermediate","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Not at all","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5c7f489defd9e20015751167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35|PhD|Intermediate|Advanced|Low|Low","46|Bachelor's|Basic|Intermediate|Low|High","48|Master's|None|Basic|Medium|High","32|Bachelor's|None|Advanced|High|Medium","31|Bachelor's|Basic|Intermediate|Low|High","37|Bachelor's|None|None|High|High","36|Bachelor's|None|Advanced|Medium|Medium","43|PhD|Basic|Advanced|Low|Low","37|Bachelor's|Basic|Intermediate|Medium|Medium","29|PhD|Advanced|Advanced|High|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",3.76666666666667,"pass","APPROVED","Accounts/finance, Customer/client, Hiring, Operations/production, People management, Supply chain/logistics","42","Male","White","United States","United States","English",3.9,"US","42"
"17","100","True","45796.7487897569","47.5","19.0412","Yes","25-34","Male","Yes, regularly","Head of security","High School or lower","Security","Very comfortable","I use AI tools frequently","Intermediate","Strongly disagree","Strongly agree","Neutral","Neutral","Agree","Neutral","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","5d3873197860c8001a106e02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59|PhD|Intermediate|Intermediate|High|High","54|Master's|Basic|Intermediate|Medium|Medium","40|Bachelor's|Intermediate|Intermediate|Low|Medium","27|PhD|None|Basic|Medium|High","27|Master's|Advanced|Advanced|High|Medium","29|Master's|Basic|Basic|High|High","51|PhD|None|Intermediate|Low|Low","47|Master's|None|Basic|Low|Medium","40|PhD|Intermediate|Intermediate|High|Medium","25|Master's|None|None|Medium|Low","high","analyst",3.61666666666667,"pass","APPROVED","Hiring, Marketing/sales/advertising, People management","34","Male","White","Hungary","Hungary","Hungarian",3.71666666666667,"EU","34"
"18","100","True","45796.7577527315","49.7435","21.4717","Yes","25-34","Female","Yes, regularly","Manager of Production","Bachelor's Degree","Logistics/Transportation","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Strongly agree","Neutral","Agree","Strongly agree","Disagree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate B",NA,NA,NA,NA,NA,"5d40a12f4994c40001e4b80c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30|Bachelor's|Basic|Basic|Medium|Medium","37|Bachelor's|Basic|Basic|Low|Low","52|PhD|Advanced|Advanced|Low|High","31|Master's|None|Advanced|Medium|Medium","42|PhD|Intermediate|Intermediate|Medium|Low","32|Bachelor's|None|Intermediate|High|Low","31|PhD|Basic|Advanced|Medium|High","56|Master's|None|None|Medium|High","37|PhD|None|None|Low|Medium","43|Master's|None|Intermediate|Medium|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",4.86666666666667,"pass","APPROVED","Business strategy, Customer/client, Hiring, Operations/production, People management, Supply chain/logistics","34","Female","White","Poland","Poland","Polish",5.06666666666667,"EU","34"
"19","100","True","45796.7498024769","53.2845","-6.3666","Yes","45-54","Female","Yes, regularly","Therapist and tutor","Master's Degree","Healthcare","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Strongly agree","Neutral","Agree","Neutral","Neutral","Strongly agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Not at all","Candidate A","Candidate A","Candidate B","Candidate B","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5d48ae562c8b78001a16088d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51|PhD|Intermediate|Advanced|Low|Low","60|Master's|None|Advanced|Medium|Medium","43|Bachelor's|Basic|Advanced|Low|High","59|Bachelor's|None|Basic|Low|High","38|Bachelor's|Advanced|Advanced|Low|Low","37|Master's|Basic|Intermediate|Low|High","27|Master's|None|None|High|Low","51|PhD|Intermediate|Advanced|Medium|High","41|Bachelor's|Basic|Intermediate|Low|High","33|PhD|None|Basic|Low|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",5.75,"pass","APPROVED","Customer/client, Hiring","47","Female","White","Ireland","Ireland","English",5.93333333333333,"EU","47"
"20","100","True","45796.7474743519","33.1962","-80.0245","Yes","35-44","Female","Yes, regularly","IT director","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Candidate A","Candidate A","Candidate B","Candidate B","Candidate B","The company relies heavily on AI.","Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5d5c25578af5fd0001ef3aee","42|Master's|None|None|Low|Low","36|PhD|Intermediate|Advanced|High|High","50|Master's|Basic|Advanced|Medium|Low","49|Bachelor's|Advanced|Advanced|High|Medium","45|PhD|Basic|Basic|Low|Low","53|Master's|Basic|Basic|High|Medium","37|PhD|Intermediate|Advanced|High|Medium","40|Bachelor's|Intermediate|Intermediate|High|Medium","37|PhD|None|None|High|Medium","46|Master's|Basic|Intermediate|Medium|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",2.98333333333333,"pass","APPROVED","Hiring, People management, Customer/client","44","Female","White","United States","United States","English",3.16666666666667,"US","44"
"21","100","True","45796.7531449769","42.4327","-83.0396","Yes","35-44","Male","Yes, regularly","HR Manager","Master's Degree","Logistics/Transportation","Very comfortable","I use AI tools occasionally","Intermediate","Neutral","Neutral","Agree","Neutral","Agree","Agree","Neutral",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Moderately","Candidate A","Candidate A","Candidate A","Candidate B","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5d7fdfd7d8e176001983ffa2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28|Bachelor's|Intermediate|Advanced|Medium|Low","55|Bachelor's|Basic|Basic|Medium|Medium","31|PhD|Advanced|Advanced|Low|Low","31|PhD|Basic|Advanced|High|Low","60|Bachelor's|Basic|Intermediate|Medium|High","41|Master's|None|Intermediate|High|High","50|PhD|None|None|Medium|High","29|PhD|None|Basic|Medium|Medium","35|Bachelor's|Basic|Intermediate|Low|Medium","44|PhD|None|None|High|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",8.61666666666667,"pass","APPROVED","Operations/production, People management, Supply chain/logistics, Customer/client, Hiring","44","Male","White","United States","United States","English",8.93333333333333,"US","44"
"22","100","True","45796.7498219329","39.2302","9.121","Yes","54-65","Female","Occasionally","Data Analyst","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Disagree","Disagree","Disagree","Agree","Neutral","Agree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Slightly",NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate A","Candidate A","Candidate A",NA,NA,NA,NA,NA,"5d83ce739ade5600199d448e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56|Bachelor's|Intermediate|Intermediate|Low|Medium","27|Bachelor's|Intermediate|Advanced|Medium|Medium","41|Bachelor's|Basic|Intermediate|High|High","43|Master's|Advanced|Advanced|Medium|High","50|PhD|Basic|Intermediate|Medium|High","38|PhD|Intermediate|Intermediate|Medium|Low","36|PhD|None|None|Low|High","43|PhD|Basic|Basic|Low|Low","25|Master's|None|Advanced|Medium|High","54|Bachelor's|Intermediate|Intermediate|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",5.96666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Research/development","57","Female","White","Italy","Italy","Italian",6.08333333333333,"EU","57"
"23","100","True","45796.7529847569","50.0729","19.9548","Yes","25-34","Female","Occasionally","taking part in interviews","Master's Degree","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Agree","Agree","Disagree","Disagree","Neutral","Neutral",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate B","5d93a24dcf721400155ed43e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42|PhD|Advanced|Advanced|Medium|Medium","53|Master's|Advanced|Advanced|High|Medium","36|PhD|None|Advanced|Medium|High","30|Bachelor's|None|Intermediate|Low|Low","56|Bachelor's|Intermediate|Intermediate|High|Low","46|Master's|None|Intermediate|Low|Low","57|Master's|Intermediate|Intermediate|Low|Medium","57|Bachelor's|Intermediate|Intermediate|High|Low","27|Master's|None|None|High|High","38|Bachelor's|Advanced|Advanced|Medium|Low","high","analyst",4.18333333333333,"pass","APPROVED","People management, Research/development, Operations/production, Hiring","33","Female","White","Poland","Poland","Polish",6.45,"EU","33"
"24","100","True","45796.7582603125","35.9306","-86.8788","Yes","25-34","Male","Yes, regularly","Finance Manager","Bachelor's Degree","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools occasionally","Beginner","Disagree","Neutral","Disagree","Disagree","Neutral","Disagree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate B",NA,NA,NA,NA,NA,"5d9f8573ce3daf0015e3e400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45|Bachelor's|Intermediate|Intermediate|Low|Medium","47|Master's|Basic|Basic|Medium|High","46|Bachelor's|Intermediate|Advanced|Medium|Low","30|Bachelor's|None|None|High|High","26|Bachelor's|Basic|Intermediate|High|Medium","46|PhD|None|Advanced|High|Medium","50|Bachelor's|Intermediate|Advanced|High|High","28|Bachelor's|Intermediate|Advanced|High|Low","54|Bachelor's|None|Advanced|Low|Medium","59|Master's|Advanced|Advanced|Medium|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",2.8,"pass","APPROVED","Research/development, Hiring, Business strategy, Accounts/finance","33","Male","White","United States","United States","English",2.88333333333333,"US","33"
"25","100","True","45796.7544598264","38.8078","-77.0523","Yes","45-54","Male","Yes, regularly","Operations manager","Bachelor's Degree","Construction","Very comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate A","Candidate B","Candidate B","5dab6fb28a6fc50012dc42a8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55|Master's|None|Advanced|Low|Low","58|Master's|Intermediate|Advanced|High|Medium","26|Bachelor's|None|None|High|Medium","53|PhD|None|None|High|High","34|Master's|None|Advanced|High|Low","52|Bachelor's|None|Intermediate|High|Low","35|PhD|Basic|Advanced|Low|Low","40|PhD|None|Advanced|High|High","52|Master's|None|Advanced|Low|Medium","35|Bachelor's|Advanced|Advanced|Low|Medium","high","analyst",6.28333333333333,"pass","APPROVED","Hiring, Operations/production","46","Male","Black","United States","United States","English",6.56666666666667,"US","46"
"26","100","True","45796.7485430787","35.894","-80.5614","Yes","35-44","Male","Yes, regularly","Engineering Manager","Bachelor's Degree","Aviation","Very comfortable","I use AI tools frequently","Advanced","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate B","Candidate A","Candidate A","5dbaded2af6b8e0e8c3632ed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39|Bachelor's|None|Advanced|Low|Low","26|Bachelor's|None|Basic|High|Low","58|Master's|None|Basic|Low|Low","45|Master's|None|None|Medium|Medium","29|Master's|None|Advanced|Low|Low","34|Master's|Advanced|Advanced|Low|Medium","32|Bachelor's|Intermediate|Advanced|High|High","56|Bachelor's|Intermediate|Intermediate|High|Low","45|PhD|Advanced|Advanced|Medium|Low","57|PhD|Intermediate|Advanced|High|Low","high","analyst",4.48333333333333,"pass","APPROVED","Supply chain/logistics, Research/development, Operations/production, Hiring","44","Male","White","United States","United States","English",4.61666666666667,"US","44"
"27","100","True","45796.7706500694","38.9522","-77.0253","Yes","35-44","Female","Yes, regularly","Office Manager","High School or lower","Customer Service","Somewhat uncomfortable","I use AI tools occasionally","Intermediate","Strongly agree","Strongly agree","Strongly agree","Neutral","Strongly agree","Agree","Agree","Candidate B","Candidate B","Candidate A","Candidate B","Candidate A","The company relies heavily on AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5dd32178c5fa30341133264e","48|Bachelor's|Intermediate|Advanced|Low|Low","36|PhD|Intermediate|Intermediate|Low|Medium","28|Master's|Basic|Basic|Medium|Low","36|Bachelor's|None|Basic|Low|Medium","30|Master's|Basic|Intermediate|Low|Low","32|Master's|None|Advanced|High|High","57|Master's|None|Advanced|High|Low","45|Master's|Intermediate|Advanced|Low|High","41|Master's|None|Advanced|High|Medium","56|Bachelor's|Intermediate|Intermediate|Low|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",4.18333333333333,"pass","APPROVED","Hiring, Customer/client, People management","38","Female","Black","United States","United States","English",4.3,"US","38"
"28","100","True","45796.7520239468","39.5995","-78.8461","Yes","35-44","Male","Yes, regularly","office administrator","High School or lower","Computer and Technology","Somewhat comfortable","I use AI tools occasionally","Intermediate","Strongly agree","Agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate A","Candidate B","Candidate A","5dd33b9159b1b033ec2cf634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43|Master's|None|Advanced|High|High","54|PhD|None|Advanced|Low|Low","45|Bachelor's|None|Basic|Low|High","25|Bachelor's|Advanced|Advanced|High|High","50|Master's|Advanced|Advanced|Medium|Low","36|Master's|Basic|Basic|Medium|High","54|Bachelor's|None|None|Low|Low","53|Master's|Basic|Basic|Low|Medium","32|Master's|None|Intermediate|High|High","43|Bachelor's|Basic|Advanced|Low|High","high","analyst",4.43333333333333,"pass","APPROVED","Accounts/finance, Customer/client, Hiring, Operations/production, People management","43","Male","White","United States","United States","English",4.6,"US","43"
"29","100","True","45796.7559648843","34.1867","-118.3878","Yes","54-65","Male","Yes, regularly","Vice President","High School or lower","Retail","Somewhat comfortable","I use AI tools occasionally","Intermediate","Neutral","Agree","Agree","Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Moderately","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5dd384887c0ebc382f0a919e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39|PhD|Basic|Advanced|Medium|Medium","27|Master's|Intermediate|Intermediate|High|High","29|Bachelor's|Advanced|Advanced|Low|High","42|PhD|Intermediate|Advanced|High|High","50|PhD|Intermediate|Advanced|Low|High","35|Bachelor's|Intermediate|Intermediate|Low|Medium","34|PhD|None|Advanced|High|High","40|PhD|None|Advanced|Medium|Low","30|Master's|None|None|High|Low","52|Master's|Intermediate|Intermediate|High|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",5.46666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management","53","Male","White","United States","United States","English",5.6,"US","53"
"30","100","True","45796.7566968981","50.2795","19.1494","Yes","35-44","Male","Occasionally","technichal advisor","Master's Degree","Computer and Technology,Other (Please specify)","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Agree","Strongly agree","Agree","Neutral","Agree","Strongly agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Slightly","Candidate B","Candidate B","Candidate B","Candidate B","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5ddd2b7887c1fdc8d0375bd6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33|Bachelor's|None|Intermediate|Low|High","48|Master's|Basic|Basic|Low|Low","34|Bachelor's|None|None|Low|Low","30|PhD|None|None|Medium|Low","33|Master's|None|None|High|Low","54|PhD|Basic|Basic|High|Medium","54|PhD|Basic|Intermediate|High|Medium","37|Master's|None|Basic|Medium|Medium","44|Master's|Intermediate|Advanced|Low|High","35|PhD|Basic|Advanced|High|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",14.7,"pass","APPROVED","People management, Hiring","38","Male","White","Poland","Poland","Polish",14.85,"EU","38"
